exercise,variant,source_video,source_frame,left_arm_raise_bad,right_arm_raise_bad,left_elbow_angle_bad,right_elbow_angle_bad,torso_lean_bad,arm_symmetry_bad,left_wrist_above_shoulder_bad,right_wrist_above_shoulder_bad,left_arm_raise_good,right_arm_raise_good,left_elbow_angle_good,right_elbow_angle_good,torso_lean_good,arm_symmetry_good,left_wrist_above_shoulder_good,right_wrist_above_shoulder_good
lateral raise,torso_swinging,lateral raise_036.mp4,18,39.38705806053567,57.75177908070026,108.23930610974882,139.56471001957556,11.157020717386803,13.889310555435108,-0.21614176175900449,-0.2618440782609528,27.01775389181156,40.90952846437148,110.07295979738556,139.8130043801211,9.211835166109942,13.891774572559925,-0.2181046605110168,-0.2571981549263
lateral raise,asymmetric_raise,lateral raise_036.mp4,18,42.41691295289008,30.11194595608611,110.11740345060953,138.95741855291442,9.209176079058851,33.30439706370318,-0.21699426600319308,-0.2610380374360154,27.01775389181156,40.90952846437148,110.07295979738556,139.8130043801211,9.211835166109942,13.891774572559925,-0.2181046605110168,-0.2571981549263
lateral raise,elbows_too_bent,lateral raise_036.mp4,18,27.01846621482349,40.909355203450346,91.416352452411,108.76554889707678,9.209209551854292,13.90133842891672,-0.22823825858966726,-0.2516010368684908,27.01775389181156,40.90952846437148,110.07295979738556,139.8130043801211,9.211835166109942,13.891774572559925,-0.2181046605110168,-0.2571981549263
lateral raise,arms_too_low,lateral raise_036.mp4,21,9.364140740279637,60.995531459775975,117.76424801722682,151.3729845812592,7.931197140580021,31.9934081273398,-0.15320311497213504,-0.19073000817211797,39.177793638114814,71.17730598370447,117.79124246670268,153.488406439171,7.927084416019505,31.999512345589658,-0.1542474329471588,-0.1809316575527191
lateral raise,asymmetric_raise,lateral raise_036.mp4,21,47.53686339362266,62.16161216305009,119.2681756266935,153.83114300155094,7.926506174607564,50.49399386764321,-0.16164004289899594,-0.18453087859469264,39.177793638114814,71.17730598370447,117.79124246670268,153.488406439171,7.927084416019505,31.999512345589658,-0.1542474329471588,-0.1809316575527191
lateral raise,arms_too_low,lateral raise_036.mp4,21,10.492683470436514,54.63428379345579,118.4784790458396,149.96232612844554,7.928704835866479,31.997586934187577,-0.1576320429486886,-0.17787327610851475,39.177793638114814,71.17730598370447,117.79124246670268,153.488406439171,7.927084416019505,31.999512345589658,-0.1542474329471588,-0.1809316575527191
lateral raise,elbows_too_bent,lateral raise_036.mp4,24,51.94162885421784,88.059623454116,85.74816863319944,134.17733891332273,5.854106365696487,36.12046429566659,-0.09441301616887372,-0.07223436976800648,51.93697593221398,88.05623461706763,108.76376604108982,162.44131827667468,5.850794943128392,36.11925868485365,-0.0935719907283783,-0.0780582129955291
lateral raise,elbows_too_bent,lateral raise_036.mp4,24,51.93574719377685,88.0523862781993,90.88548946242108,144.77628632210525,5.842924166693671,36.122448449569774,-0.10379410583747788,-0.07271080856454445,51.93697593221398,88.05623461706763,108.76376604108982,162.44131827667468,5.850794943128392,36.11925868485365,-0.0935719907283783,-0.0780582129955291
lateral raise,arms_too_high,lateral raise_036.mp4,24,69.46687320491759,119.32990011829914,107.5340145222552,163.10710315765255,8.089360894583887,36.117854653396016,-0.09387107704668664,-0.07325234416343733,51.93697593221398,88.05623461706763,108.76376604108982,162.44131827667468,5.850794943128392,36.11925868485365,-0.0935719907283783,-0.0780582129955291
lateral raise,asymmetric_raise,lateral raise_036.mp4,27,77.35528862789127,71.97227697487534,96.18615744160884,160.90813812596681,7.299188710075873,42.28583146248961,-0.039299754211058774,-0.051751688824725764,65.02737089625879,89.44754632894701,97.76467409900468,159.42071555842435,7.300249517184431,24.420175432688225,-0.0418069958686828,-0.0575426220893859
lateral raise,torso_swinging,lateral raise_036.mp4,27,76.31295524654018,101.02011080826287,100.50839836610423,159.77182214633402,17.753806784961544,24.423541060202094,-0.04309014678214557,-0.05938175071004971,65.02737089625879,89.44754632894701,97.76467409900468,159.42071555842435,7.300249517184431,24.420175432688225,-0.0418069958686828,-0.0575426220893859
lateral raise,asymmetric_raise,lateral raise_036.mp4,27,86.39603899695656,77.98778297481891,92.45432200387773,160.11175144620188,7.29827193492653,42.974491150338515,-0.03954231423601525,-0.05837292663114123,65.02737089625879,89.44754632894701,97.76467409900468,159.42071555842435,7.300249517184431,24.420175432688225,-0.0418069958686828,-0.0575426220893859
lateral raise,arms_too_high,lateral raise_036.mp4,30,99.66007915572865,108.65614366225739,93.05559011770377,151.22584325730418,5.530764345659904,9.093496429359375,-0.005299980778678235,-0.007169246383324258,74.78394587582288,83.87515522693866,91.41984309327064,153.33505219623785,2.0474185866963883,9.09120935111578,-0.0049780905246734,-0.0088937580585479
lateral raise,torso_swinging,lateral raise_036.mp4,30,84.38350919906043,92.6682545687176,94.28687406785049,155.46663961333647,1.5536228785028325,9.09861099392164,0.005815552092142118,-0.0027348661749673486,74.78394587582288,83.87515522693866,91.41984309327064,153.33505219623785,2.0474185866963883,9.09120935111578,-0.0049780905246734,-0.0088937580585479
lateral raise,arms_too_high,lateral raise_036.mp4,30,98.06935000977333,103.3616015432247,92.87550932160238,152.09691347552794,7.759738247475148,9.091099946744086,0.0011121616641091518,-0.01084104818006531,74.78394587582288,83.87515522693866,91.41984309327064,153.33505219623785,2.0474185866963883,9.09120935111578,-0.0049780905246734,-0.0088937580585479
lateral raise,arms_too_high,lateral raise_036.mp4,33,113.280998004086,94.00973073741014,125.63501930516911,151.16726390275306,7.851389903604427,3.913812312108236,0.0347760624445137,0.03631116485870841,84.85689527617059,88.76732165795092,124.67106102716332,149.3143511855124,4.526552687130655,3.9104263817803258,0.0254144668579101,0.0343292951583862
lateral raise,torso_swinging,lateral raise_036.mp4,33,91.72881380000594,96.155014260288,124.69712882669641,150.0698903694586,16.84067568579657,3.912934363607057,0.024679739893308236,0.0352324100270873,84.85689527617059,88.76732165795092,124.67106102716332,149.3143511855124,4.526552687130655,3.9104263817803258,0.0254144668579101,0.0343292951583862
lateral raise,arms_too_high,lateral raise_036.mp4,36,115.31149542903675,115.17326097324396,108.4123059193882,145.9754797335888,7.7514912138405645,1.6625819517626923,0.03821657305603801,0.050002417552430956,86.13596290410158,87.79738358737846,107.91132021869645,145.28258331459486,4.111540656997546,1.6614206832768872,0.0367512106895446,0.0535741746425628
lateral raise,elbows_too_bent,lateral raise_036.mp4,36,86.14077978474779,87.79944749201314,86.13192181864135,134.25051314113432,4.110313716417531,1.6576520024550998,0.03230363854141698,0.0494951232177356,86.13596290410158,87.79738358737846,107.91132021869645,145.28258331459486,4.111540656997546,1.6614206832768872,0.0367512106895446,0.0535741746425628
lateral raise,asymmetric_raise,lateral raise_036.mp4,39,93.12663638809936,74.65549517694896,140.513026704216,146.5211749848431,4.94157403307079,23.601750700213906,0.04876405892866188,0.05392791996920297,87.80851743802236,88.89228281751218,137.78415980957536,144.1771171772343,4.943439629019042,1.0837653794898188,0.0348443686962127,0.0540838539600372
lateral raise,elbows_too_bent,lateral raise_036.mp4,39,87.80845952142346,88.89323581103775,113.8539169052616,110.68810534950677,4.946470275834537,1.0740442315210708,0.03652636251514396,0.05433700301461303,87.80851743802236,88.89228281751218,137.78415980957536,144.1771171772343,4.943439629019042,1.0837653794898188,0.0348443686962127,0.0540838539600372
lateral raise,elbows_too_bent,lateral raise_036.mp4,39,87.80743015313784,88.88990653077018,101.69042605073122,106.04190620763406,4.931849287778102,1.0824252877306044,0.04032601764391815,0.052406798839683,87.80851743802236,88.89228281751218,137.78415980957536,144.1771171772343,4.943439629019042,1.0837653794898188,0.0348443686962127,0.0540838539600372
lateral raise,elbows_too_bent,lateral raise_036.mp4,42,83.506698484412,89.48425618845752,88.21371554058697,115.89779087615833,4.441246768881095,5.974775913998987,0.0076582242060230996,0.029049244653008684,83.5109746870064,89.4893914972522,109.38533893549308,150.39083473711614,4.439153571535233,5.978416810245804,0.0166676640510559,0.0267106592655181
lateral raise,arms_too_low,lateral raise_036.mp4,42,46.09950313428118,60.405445740631436,107.91943666540564,150.78152768221008,4.43637384704636,5.977778136103485,0.008864878688869555,0.036712399711048616,83.5109746870064,89.4893914972522,109.38533893549308,150.39083473711614,4.439153571535233,5.978416810245804,0.0166676640510559,0.0267106592655181
lateral raise,arms_too_low,lateral raise_036.mp4,42,48.90992078516509,74.10043505099372,109.68500636817228,150.6726494732588,4.440925669460831,5.969015247303541,0.021499624060917988,0.024155936929083285,83.5109746870064,89.4893914972522,109.38533893549308,150.39083473711614,4.439153571535233,5.978416810245804,0.0166676640510559,0.0267106592655181
lateral raise,torso_swinging,lateral raise_036.mp4,45,84.16010639866415,97.60890942276325,111.86683051983583,151.82606177202996,27.34619129425102,8.717846512715116,-0.022170142712340735,-0.015428339149648262,77.81193955724984,86.52661647485337,111.7756868400282,153.1292624672416,4.626470847624391,8.714676917603526,-0.0120444297790527,-0.0163606107234954
lateral raise,torso_swinging,lateral raise_036.mp4,45,84.5030072334079,100.78878314883448,110.1906453631628,152.8997895843078,19.151407242526677,8.719005693574378,-0.01804591181433158,-0.018033116902700142,77.81193955724984,86.52661647485337,111.7756868400282,153.1292624672416,4.626470847624391,8.714676917603526,-0.0120444297790527,-0.0163606107234954
lateral raise,torso_swinging,lateral raise_036.mp4,45,85.43721300144506,93.25997031198482,115.30659532059039,153.9392258891635,10.322051075949165,8.7192662273388,-0.001433648793989533,-0.011198284420739665,77.81193955724984,86.52661647485337,111.7756868400282,153.1292624672416,4.626470847624391,8.714676917603526,-0.0120444297790527,-0.0163606107234954
lateral raise,elbows_too_bent,lateral raise_036.mp4,48,73.46401738720066,97.23751211736291,98.76873249377273,135.49889271524165,13.37759950321407,23.783070006455972,-0.044301820480252566,-0.02953096411418785,73.45768283145472,97.241050464691,124.33053821231044,157.7525521809483,13.38223415557196,23.78336763323628,-0.0280954837799072,-0.0244090259075164
lateral raise,torso_swinging,lateral raise_036.mp4,48,82.19484207448892,101.00213455486676,127.59536082017371,154.89226942502702,23.18201172208704,23.784021336122713,-0.020889117334576622,-0.031588336663413596,73.45768283145472,97.241050464691,124.33053821231044,157.7525521809483,13.38223415557196,23.78336763323628,-0.0280954837799072,-0.0244090259075164
